reduced_dim_0,reduced_dim_1,reduced_dim_2,reduced_dim_3,reduced_dim_4,label
-0.5956321954727173,0.6384723782539368,-0.1845266968011856,-0.6928980350494385,0.2970830500125885,7
0.6868308782577515,-0.02478942461311817,0.2374919056892395,-0.7931797504425049,-0.4428316354751587,3
-0.2929012179374695,-0.6497099995613098,0.12869738042354584,0.1364394724369049,-0.8236757516860962,8
-0.7881203293800354,0.32242530584335327,-0.1607685387134552,0.17280162870883942,-0.5559546947479248,9
0.39714208245277405,-0.2741701006889343,-0.40181905031204224,-0.39747563004493713,-0.4861445426940918,3
-0.8686022162437439,0.8970333337783813,-0.134377583861351,0.2326686680316925,-0.07670257985591888,9
-1.0360615253448486,0.6961731314659119,-0.6584756374359131,-0.16064868867397308,0.02515580877661705,7
-0.7460868954658508,0.641714334487915,-0.19244208931922913,-0.7487053275108337,-0.4629705846309662,7
0.386676162481308,0.08674407005310059,0.27753570675849915,-0.023773450404405594,-0.7745229005813599,5
-0.5230305194854736,0.9934543371200562,0.26288411021232605,0.48616886138916016,0.27195653319358826,4
0.3948632478713989,-0.4414507746696472,-0.5060272216796875,-0.2792658805847168,1.162163496017456,2
0.46851998567581177,0.15240691602230072,0.4978218376636505,-0.23168350756168365,-0.37190666794776917,5
0.6985841989517212,-0.021537840366363525,0.7094893455505371,0.9302064180374146,0.36798423528671265,6
-0.5901312828063965,-0.0864468365907669,0.5265746116638184,-0.3028694987297058,-0.5491636991500854,8
-0.1610627919435501,-1.0140069723129272,0.5799245238304138,-0.13265295326709747,0.16712866723537445,1
-0.9050272107124329,0.1651267111301422,0.43883681297302246,-0.3296480178833008,0.21087634563446045,7
-0.2992943823337555,1.141139030456543,0.5975383520126343,-0.1544431895017624,0.15610402822494507,4
-0.26769348978996277,0.54210364818573,-0.0657491460442543,-0.07882947474718094,-1.2075210809707642,8
0.9445139765739441,0.48039379715919495,-0.19864913821220398,0.08682040870189667,-0.03994717076420784,0
-0.9024071097373962,-0.04739333689212799,-0.7800842523574829,0.06673474609851837,0.13473553955554962,7
-0.3772422671318054,0.26788145303726196,0.2742921710014343,-0.21457628905773163,-0.43204471468925476,9
0.25918465852737427,0.1590246856212616,0.40930911898612976,-0.6161584258079529,-0.22691623866558075,3
-0.43582895398139954,-0.35679247975349426,0.9646965861320496,-0.44468262791633606,0.8947679996490479,1
-0.04581093415617943,0.6176639199256897,0.3547228276729584,-0.4491809606552124,0.843388020992279,7
0.5654038190841675,-0.05245434120297432,0.30436164140701294,0.7106931805610657,0.06955220550298691,6
-0.5572139620780945,-0.6622790098190308,-0.05793552100658417,0.6059136986732483,0.4163282513618469,5
0.6682395935058594,-0.15560771524906158,0.5984614491462708,-0.5260886549949646,0.014752715826034546,3
-0.3057401478290558,0.22734282910823822,-0.1991448849439621,-0.6469011902809143,-0.6102616190910339,3
