-6.160279512405395508e-01,5.508597493171691895e-01,-1.279709339141845703e-01,-6.068652868270874023e-01,2.698240876197814941e-01,3.459447026252746582e-01,-2.855860590934753418e-01,1.671893298625946045e-01,-2.188159674406051636e-01,1.414026919519528747e-04
5.730344057083129883e-01,-2.742306329309940338e-02,2.509920895099639893e-01,-5.049961209297180176e-01,-3.954919278621673584e-01,2.658326923847198486e-02,-9.336156398057937622e-02,-1.376967579126358032e-01,-6.272063851356506348e-01,-3.718876540660858154e-01
-2.815259099006652832e-01,-5.159034132957458496e-01,1.199378222227096558e-01,9.644046425819396973e-02,-6.493102908134460449e-01,-1.256475150585174561e-01,5.062487125396728516e-01,6.743341684341430664e-02,3.556143343448638916e-01,-1.428302824497222900e-01
-6.280459761619567871e-01,2.569983601570129395e-01,-9.147927165031433105e-02,2.270154058933258057e-01,-5.135430097579956055e-01,5.200780555605888367e-02,-1.637396514415740967e-01,-4.752704501152038574e-01,-3.337454497814178467e-01,-3.003736957907676697e-02
3.419525027275085449e-01,-2.591873705387115479e-01,-3.793602883815765381e-01,-3.661728203296661377e-01,-4.456981420516967773e-01,-2.195802479982376099e-01,1.478340756148099899e-02,2.100914716720581055e-01,-1.188807040452957153e-01,-1.613128185272216797e-01
-7.468710541725158691e-01,6.482945084571838379e-01,-4.836234450340270996e-02,1.647705137729644775e-01,-1.515131741762161255e-01,-1.492222100496292114e-01,-3.146903514862060547e-01,-4.570204317569732666e-01,5.449502468109130859e-01,7.138159871101379395e-02
-9.279286861419677734e-01,5.753066539764404297e-01,-5.050022602081298828e-01,-2.310637682676315308e-01,1.199766471982002258e-01,-4.232877194881439209e-01,8.585349656641483307e-03,-5.297517180442810059e-01,3.456125408411026001e-02,-2.396692186594009399e-01
-6.127738952636718750e-01,5.114189982414245605e-01,-9.878460317850112915e-02,-4.615949094295501709e-01,-3.232857882976531982e-01,5.297425985336303711e-01,-5.886816382408142090e-01,-2.786094844341278076e-01,-3.795370161533355713e-01,7.688211649656295776e-02
3.130651712417602539e-01,-1.946886256337165833e-02,2.114629447460174561e-01,-2.571976184844970703e-01,-5.586875081062316895e-01,1.383486241102218628e-01,-6.007384881377220154e-02,2.132818847894668579e-01,1.909762620925903320e-01,4.933281242847442627e-01
-4.991989433765411377e-01,8.722577691078186035e-01,2.834490537643432617e-01,3.411820828914642334e-01,1.464747935533523560e-01,-5.993949174880981445e-01,1.853543333709239960e-02,1.181736513972282410e-01,1.281073838472366333e-01,-1.225216686725616455e-01
