reduced_dim_0,reduced_dim_1,reduced_dim_2,reduced_dim_3,reduced_dim_4,reduced_dim_5,reduced_dim_6,reduced_dim_7,reduced_dim_8,reduced_dim_9,label
-0.6160279512405396,0.5508597493171692,-0.12797093391418457,-0.6068652868270874,0.2698240876197815,0.34594470262527466,-0.28558605909347534,0.1671893298625946,-0.21881596744060516,0.00014140269195195287,7
0.573034405708313,-0.027423063293099403,0.250992089509964,-0.504996120929718,-0.39549192786216736,0.026583269238471985,-0.09336156398057938,-0.1376967579126358,-0.6272063851356506,-0.3718876540660858,3
-0.2815259099006653,-0.5159034132957458,0.11993782222270966,0.09644046425819397,-0.649310290813446,-0.12564751505851746,0.5062487125396729,0.0674334168434143,0.3556143343448639,-0.1428302824497223,8
-0.6280459761619568,0.25699836015701294,-0.09147927165031433,0.2270154058933258,-0.5135430097579956,0.052007805556058884,-0.1637396514415741,-0.47527045011520386,-0.33374544978141785,-0.030037369579076767,9
0.34195250272750854,-0.25918737053871155,-0.37936028838157654,-0.36617282032966614,-0.4456981420516968,-0.2195802479982376,0.014783407561480999,0.2100914716720581,-0.11888070404529572,-0.16131281852722168,3
-0.7468710541725159,0.6482945084571838,-0.04836234450340271,0.16477051377296448,-0.15151317417621613,-0.1492222100496292,-0.31469035148620605,-0.45702043175697327,0.5449502468109131,0.0713815987110138,9
-0.9279286861419678,0.5753066539764404,-0.5050022602081299,-0.23106376826763153,0.11997664719820023,-0.4232877194881439,0.008585349656641483,-0.529751718044281,0.03456125408411026,-0.23966921865940094,7
-0.6127738952636719,0.5114189982414246,-0.09878460317850113,-0.46159490942955017,-0.3232857882976532,0.5297425985336304,-0.5886816382408142,-0.2786094844341278,-0.37953701615333557,0.07688211649656296,7
0.31306517124176025,-0.01946886256337166,0.21146294474601746,-0.25719761848449707,-0.5586875081062317,0.13834862411022186,-0.0600738488137722,0.21328188478946686,0.19097626209259033,0.49332812428474426,5
-0.49919894337654114,0.8722577691078186,0.28344905376434326,0.34118208289146423,0.14647479355335236,-0.5993949174880981,0.0185354333370924,0.11817365139722824,0.12810738384723663,-0.12252166867256165,4
0.33536607027053833,-0.344666451215744,-0.27611204981803894,-0.1536841243505478,0.8626907467842102,-0.8996882438659668,0.17285193502902985,-0.3382464051246643,0.14186991751194,-0.1469482034444809,2
0.4218157231807709,0.06990461051464081,0.4044943153858185,-0.3449421226978302,-0.32711583375930786,0.009958777576684952,-0.08687065541744232,0.2823619842529297,0.13514851033687592,0.2842581570148468,5
0.7189164757728577,0.07928437739610672,0.6500410437583923,0.86171954870224,0.2834514081478119,-0.04477791115641594,-0.13888917863368988,-0.18262377381324768,0.22527848184108734,0.30639854073524475,6
-0.49005669355392456,0.0762576311826706,0.43961280584335327,-0.2044496089220047,-0.2910858988761902,-0.339389443397522,0.36505961418151855,0.054821405559778214,-0.12310609221458435,0.4818685054779053,8
-0.12803146243095398,-0.7956365942955017,0.3442879021167755,-0.04481366649270058,0.2496166080236435,0.3418680429458618,0.423270583152771,-0.3429485559463501,0.38761740922927856,-0.22360920906066895,1
-0.7436164617538452,0.17009000480175018,0.37439969182014465,-0.21664899587631226,0.1424902081489563,0.2982265055179596,-0.26418161392211914,-0.4246661365032196,0.05421575531363487,-0.3036540150642395,7
-0.32524996995925903,0.8978424072265625,0.4902842044830322,-0.2156730443239212,0.07089841365814209,-0.5588313341140747,-0.04759987071156502,0.3580697774887085,0.27628862857818604,0.05950772017240524,4
-0.32356396317481995,0.3412342667579651,-0.04750291630625725,-0.18956094980239868,-0.7484989762306213,-0.09080024063587189,0.5116150975227356,0.4657498598098755,0.6583085060119629,-0.00865971576422453,8
0.8707135915756226,0.371234655380249,-0.22154787182807922,0.04863210394978523,-0.0737648457288742,0.17789839208126068,0.2680776119232178,-0.0956299751996994,-0.20774531364440918,0.014526696875691414,0
-0.8112150430679321,-0.0019579126965254545,-0.6175350546836853,0.08080553263425827,0.13217349350452423,0.09048490971326828,0.14683227241039276,-0.1475086361169815,-0.41188275814056396,0.41866248846054077,7
