reduced_dim_0,reduced_dim_1,label
-0.970659077167511,-0.6998353600502014,7
0.9602049589157104,-0.18108482658863068,3
-0.23212431371212006,0.5766757130622864,8
-0.8147983551025391,-0.42665860056877136,9
0.5774568319320679,0.2959510385990143,3
-0.9256248474121094,-0.9216987490653992,9
-1.3826993703842163,-0.5743166208267212,7
-1.1446092128753662,-0.7320897579193115,7
0.43976008892059326,-0.3034001588821411,5
-0.5291958451271057,-1.2672725915908813,4
0.7711471319198608,1.3421021699905396,2
0.5059771537780762,-0.3516870141029358,5
1.0265368223190308,-0.9849151372909546,6
-0.371919184923172,-0.2835847735404968,8
-0.27771511673927307,1.1008087396621704,1
-0.9318420886993408,-0.3626752197742462,7
-0.21140003204345703,-1.368781328201294,4
-0.04701618105173111,-1.3248599767684937,8
1.1217423677444458,-0.31332898139953613,0
-1.1949783563613892,0.2799443304538727,7
-0.23469610512256622,-0.3752894103527069,9
0.3447081744670868,-0.4241860508918762,3
-1.2307056188583374,0.9375097751617432,1
0.10583925247192383,-1.1803890466690063,7
0.7623881101608276,-0.1784156858921051,6
-0.6895854473114014,0.8338567018508911,5
0.8418721556663513,-0.32828187942504883,3
-0.284701943397522,-0.4238334894180298,3
0.43699949979782104,-0.2906303405761719,3
1.2360531091690063,-1.2195695638656616,6
1.4550392627716064,-0.1858050376176834,0
0.5356557369232178,1.1140286922454834,8
-1.202860951423645,0.3232641816139221,4
-0.4362441301345825,-0.9424536824226379,9
-1.0537916421890259,0.761465311050415,5
-1.184838891029358,0.9252966046333313,1
-0.3191468417644501,0.6723290681838989,8
-1.018008828163147,0.23194678127765656,7
-0.24299584329128265,0.7545011639595032,8
-0.12014937400817871,0.37368884682655334,8
1.434299111366272,-0.57683265209198,0
-0.35489553213119507,0.505128026008606,8
0.015928009524941444,1.0087209939956665,2
0.7360024452209473,-1.3161383867263794,0
0.6666472554206848,-1.2210688591003418,8
-0.07967092096805573,-1.076197624206543,5
1.4875863790512085,0.7934977412223816,5
-0.8261746168136597,-0.8608747720718384,2
0.1509241759777069,0.9285265207290649,2
1.17790687084198,-0.21200336515903473,0
-0.7468388080596924,0.7054877877235413,1
0.5141305327415466,0.4044835567474365,5
-0.372551828622818,-0.5228275656700134,9
0.3765638470649719,-0.5100124478340149,3
1.0925244092941284,0.43140357732772827,0
0.9402739405632019,-1.164065957069397,6
0.4548183083534241,1.316833257675171,2
0.16699790954589844,0.323732852935791,2
1.0990979671478271,0.3762330412864685,6
-0.9999178051948547,-0.9075526595115662,4
1.7766157388687134,-0.22523605823516846,0
-0.22096118330955505,1.3119970560073853,1
-0.043295908719301224,0.8737006783485413,8
-0.5036753416061401,-0.46314308047294617,4
0.5985438823699951,-0.14639312028884888,0
0.058234646916389465,1.0945686101913452,2
0.15012742578983307,-1.5878205299377441,4
-0.9831235408782959,-0.07483158260583878,7
-1.096159815788269,-0.9024786949157715,7
-0.1343238800764084,-1.510343074798584,4
-0.8720623850822449,-0.5726809501647949,4
1.352929711341858,-0.8263601064682007,0
-0.4139808714389801,1.257882833480835,1
-1.344820261001587,-0.8179190158843994,4
-0.15498574078083038,-0.32268035411834717,8
0.829340934753418,-1.0048437118530273,6
1.1500372886657715,-0.14987753331661224,0
0.8520027995109558,0.24736538529396057,0
1.2785542011260986,0.283662348985672,0
-0.7761046886444092,-0.11837105453014374,9
0.6419404149055481,-0.7683807611465454,6
0.3357192277908325,-0.604810357093811,3
0.4902026355266571,0.12895043194293976,6
-1.4143074750900269,0.29715025424957275,9
-0.9876225590705872,-0.4564582407474518,9
-0.568814218044281,-1.553298830986023,4
0.26893559098243713,-0.3311467468738556,8
1.2593365907669067,0.5052568912506104,6
0.9578918218612671,0.6313963532447815,6
-0.541979193687439,0.8601763248443604,1
-0.3289377987384796,-1.0961763858795166,9
-0.6494603753089905,0.28366586565971375,5
0.2466280460357666,1.3251160383224487,2
1.1657284498214722,0.1971532255411148,6
0.12216144800186157,-0.17532576620578766,3
-1.147030234336853,-0.8684005737304688,4
-0.23055164515972137,-0.5241570472717285,9
-0.3134792745113373,1.3850563764572144,1
0.9853518009185791,0.07317186146974564,0
-0.77085280418396,-0.6821088194847107,4
0.4262291491031647,1.0165302753448486,2
0.0929066613316536,-0.21712449193000793,8
-0.15394139289855957,-0.14629296958446503,5
-0.4485083222389221,-0.8229639530181885,4
-0.5904600620269775,-0.9706587195396423,4
-0.09160589426755905,-1.1428287029266357,4
-0.8785687685012817,-0.5438891649246216,4
0.11878497153520584,-0.7759940028190613,8
0.672724723815918,1.1429486274719238,2
-0.4341108202934265,-1.8462200164794922,4
0.4178198575973511,-0.008180857636034489,5
-0.8227725625038147,-1.1547508239746094,4
0.4896504878997803,-0.13384467363357544,3
-1.0522687435150146,1.0518739223480225,1
0.5898526906967163,-1.3573839664459229,3
0.43345898389816284,0.1375347524881363,5
-1.2342432737350464,-0.1310841590166092,4
0.5505979061126709,1.0607978105545044,2
-0.027300098910927773,1.2530287504196167,1
-0.4231993556022644,0.7500885128974915,1
0.4219481647014618,1.0039421319961548,2
0.10245608538389206,0.8509053587913513,2
-0.1932944804430008,0.10178393870592117,8
0.10134626924991608,0.6035221815109253,2
-1.3970282077789307,0.3555871844291687,7
1.2708466053009033,0.15319128334522247,0
-0.5372252464294434,-0.6299808025360107,4
1.5441614389419556,-0.40138718485832214,0
0.9105566740036011,0.3064606189727783,6
0.6506330966949463,0.14576278626918793,3
0.35120880603790283,-0.17150665819644928,5
-0.18900936841964722,-0.823749840259552,2
-1.3552026748657227,-0.08961953222751617,2
0.7455084919929504,-0.07468902319669724,5
-0.48617371916770935,1.4756975173950195,1
-0.6693112254142761,1.2212824821472168,1
