-1.317301764601546211e+03,2.750601090389802721e+03,-1.270776972442347187e+03,-4.728009303059192234e+02,5.430884240912630503e+02,-1.798027711839690710e+03,1.491421910125590330e+03,1.117403420045176063e+03,-9.404038637476950271e+02,-2.114373792438549629e+02
2.817892523067812363e+03,-1.643620854141150858e+03,-1.928582358770003566e+03,-1.050092451857576407e+03,1.860696702377483902e+01,5.025358034468688970e+02,1.323301178606451685e+03,1.404808717275539266e+03,-1.777566964795739068e+03,6.192782082094748830e+02
1.372931915140289902e+02,-2.110050625693826532e+03,1.006347930433198826e+03,-2.542808879267505745e+03,-3.372413386292615201e+02,3.117610490870492299e+02,-1.005631029872182580e+03,-1.395562595252744586e+03,1.431224638631122389e+03,4.246223518106574488e+02
-2.799705663128277592e+03,3.842399935428944673e+02,3.700316666113045017e+02,-1.437453054211730660e+03,-1.313735764324118691e+03,1.658035160239790002e+02,6.501106589010589687e+02,-1.184835803867560571e+03,5.523594432788515860e+02,9.043327249909143575e+02
3.156144584937519994e+03,-2.215987198678366440e+03,6.713894495991139593e+02,-1.798544835383439704e+03,1.017805779135390253e+03,1.755675152078309566e+03,1.459116494357667726e+01,1.562812796654452313e+03,-1.032281837610468301e+03,-4.801872909865141992e+02
-1.743761520540321726e+03,2.265123267145496357e+03,7.564917673260667925e+02,-1.042037589691199855e+03,-1.189313724125926001e+03,7.074385450345838535e+02,-4.540809387559233556e+01,8.959689743305507363e+02,5.633802294054737558e+02,3.840953844935793882e+01
-2.422818543168003089e+03,2.507507023876516087e+03,6.108185946422023562e+02,-1.972545864230223515e+03,1.338713505094574884e+03,-4.964919903026106454e+02,2.073056764867355014e+03,-4.955227342141679401e+02,-4.088079642900687531e+02,4.026367173787886031e+02
-1.372317422858676764e+03,2.153602670265191591e+03,5.869066592759784271e+02,-1.193948476082115121e+03,-3.682683040701486448e+02,-1.345982741612046311e+03,1.285974956048341937e+03,4.334846685132553716e+02,-1.719872288321293752e+02,-2.858112268130794291e+02
1.800995420459668367e+03,-5.148623326873171209e+02,-2.291677835865915767e+03,-1.700153188332090849e+03,-9.442899532111974850e+02,-5.719435966453960418e+02,-1.596532356464975919e+03,-3.379157238754996797e+02,-3.355569891004998908e+02,-1.917856338843298829e+02
-1.279888213305324143e+03,3.068061918509428324e+03,-1.016160692314244102e+03,6.609803503308831978e+02,-8.371775521464401209e+02,2.215969446915968547e+03,-1.466678230356166523e+03,9.166169596020300787e+02,4.244400295960779772e+02,-2.186641983906654829e+01
4.078718190098022092e+02,-1.066768560291535550e+03,7.306565895167368581e+02,3.073756821752623637e+03,7.994786997128157964e+02,3.188760890915611526e+03,6.877106138180661219e+02,-4.726765991082529013e+02,-4.188454333885630945e+02,-7.281337205017274528e+02
4.104824585253564692e+03,-3.834851664337124362e+02,-1.829753598221348966e+03,-1.634079916469473346e+03,-1.120635985597559511e+03,8.089021645340901614e+02,-1.225505779349129853e+03,-1.921499891622024734e+02,-1.310101431604579375e+03,8.432336948756184256e+02
4.727818274896432627e+02,2.630827369091259129e+02,6.586363865511258098e+01,1.596541163577245015e+03,-3.376096405636775671e+03,-1.865997637183560300e+02,1.200951690177395449e+03,-5.941845693208466628e+02,3.181022733116791201e+01,-6.942745206749220870e+02
-2.030603207487392183e+03,3.059764586011543201e+02,-1.589524165212809976e+03,6.028803782489937930e+02,7.752050508575556478e+02,1.369953529207986548e+03,-8.899355228959892656e+02,-1.063960153138265241e+03,-4.285407852477979418e+01,-5.681091234803243424e+02
-1.172462296860772312e+03,-1.971210010781156370e+03,-6.731116876771394573e+02,1.381146191852763195e+03,-2.979821814443955077e+02,-1.628004652090027776e+03,4.697186859572251478e+02,-5.791930638992610056e+02,1.166399874963364027e+03,-5.718096472659482998e+01
-1.764010312110742007e+03,3.222435374191039728e+02,-1.508374887849676725e+03,1.666239651059996163e+02,4.167122419198735201e+02,-1.217886334289009483e+03,8.068637697586999593e+02,4.606680201297360888e+00,1.177646915414542718e+03,-3.729850308702211805e+02
-8.878271651508032392e+02,3.207060565314690848e+03,-1.917629576105189699e+03,1.428807857476066374e+03,8.912871670077656461e+01,1.958343608373810866e+03,-1.051923645107692209e+03,9.770443925151125768e+02,5.561815237101578759e+02,1.083842739462254713e+03
-1.205269987059246205e+03,1.429305554001580731e+03,5.309329210484100940e+02,-1.164536844902594567e+03,-7.201356215468058508e+01,1.818601369032836317e+02,-1.253763381381174895e+03,-3.185112897129982912e+00,1.511933128056380937e+01,1.566180557311521397e+03
