reduced_dim_0,reduced_dim_1,reduced_dim_2,reduced_dim_3,reduced_dim_4,reduced_dim_5,reduced_dim_6,reduced_dim_7,reduced_dim_8,reduced_dim_9,label
-1317.3017646015462,2750.6010903898027,-1270.7769724423472,-472.8009303059192,543.088424091263,-1798.0277118396907,1491.4219101255903,1117.403420045176,-940.403863747695,-211.43737924385496,7
2817.8925230678124,-1643.6208541411509,-1928.5823587700036,-1050.0924518575764,18.60696702377484,502.5358034468689,1323.3011786064517,1404.8087172755393,-1777.566964795739,619.2782082094749,3
137.293191514029,-2110.0506256938265,1006.3479304331988,-2542.8088792675057,-337.2413386292615,311.76104908704923,-1005.6310298721826,-1395.5625952527446,1431.2246386311224,424.62235181065745,8
-2799.7056631282776,384.23999354289447,370.0316666113045,-1437.4530542117307,-1313.7357643241187,165.803516023979,650.110658901059,-1184.8358038675606,552.3594432788516,904.3327249909144,9
3156.14458493752,-2215.9871986783664,671.389449599114,-1798.5448353834397,1017.8057791353903,1755.6751520783096,14.591164943576677,1562.8127966544523,-1032.2818376104683,-480.1872909865142,3
-1743.7615205403217,2265.1232671454964,756.4917673260668,-1042.0375896911999,-1189.313724125926,707.4385450345839,-45.408093875592336,895.9689743305507,563.3802294054738,38.40953844935794,9
-2422.818543168003,2507.507023876516,610.8185946422024,-1972.5458642302235,1338.7135050945749,-496.49199030261065,2073.056764867355,-495.52273421416794,-408.80796429006875,402.6367173787886,7
-1372.3174228586768,2153.6026702651916,586.9066592759784,-1193.9484760821151,-368.26830407014864,-1345.9827416120463,1285.974956048342,433.4846685132554,-171.98722883212938,-285.81122681307943,7
1800.9954204596684,-514.8623326873171,-2291.6778358659158,-1700.1531883320908,-944.2899532111975,-571.943596645396,-1596.532356464976,-337.9157238754997,-335.5569891004999,-191.78563388432988,5
-1279.8882133053241,3068.0619185094283,-1016.1606923142441,660.9803503308832,-837.1775521464401,2215.9694469159685,-1466.6782303561665,916.6169596020301,424.440029596078,-21.86641983906655,4
407.8718190098022,-1066.7685602915356,730.6565895167369,3073.7568217526236,799.4786997128158,3188.7608909156115,687.7106138180661,-472.6765991082529,-418.8454333885631,-728.1337205017275,2
4104.824585253565,-383.48516643371244,-1829.753598221349,-1634.0799164694733,-1120.6359855975595,808.9021645340902,-1225.5057793491299,-192.14998916220247,-1310.1014316045794,843.2336948756184,5
472.78182748964326,263.0827369091259,65.86363865511258,1596.541163577245,-3376.0964056367757,-186.59976371835603,1200.9516901773954,-594.1845693208467,31.810227331167912,-694.2745206749221,6
