reduced_dim_0,reduced_dim_1,reduced_dim_2,reduced_dim_3,reduced_dim_4,label
-1317.3017646015478,2750.601090389802,-1270.7769724423588,-472.80093030591564,543.0884240912641,7
2817.8925230678324,-1643.6208541412036,-1928.5823587700124,-1050.0924518575882,18.606967023785803,3
137.29319151399892,-2110.05062569381,1006.3479304331968,-2542.808879267502,-337.24133862926686,8
-2799.7056631281944,384.2399935429087,370.0316666113011,-1437.4530542117304,-1313.7357643241105,9
3156.1445849374963,-2215.9871986783796,671.3894495991228,-1798.5448353834454,1017.8057791354097,3
-1743.761520540316,2265.1232671455464,756.4917673260716,-1042.0375896911944,-1189.3137241259212,9
-2422.818543167996,2507.5070238765334,610.818594642245,-1972.5458642302362,1338.7135050945956,7
-1372.3174228586754,2153.602670265211,586.9066592760466,-1193.948476082111,-368.26830407014603,7
1800.9954204596675,-514.862332687329,-2291.677835865908,-1700.153188332068,-944.2899532111902,5
-1279.888213305325,3068.06191850943,-1016.1606923142649,660.9803503308226,-837.1775521464492,4
407.87181900980306,-1066.7685602915346,730.656589516732,3073.7568217526364,799.4786997128072,2
4104.82458525357,-383.48516643372415,-1829.7535982213485,-1634.0799164694931,-1120.635985597595,5
472.78182748964633,263.08273690912733,65.8636386551069,1596.5411635772457,-3376.096405636801,6
-2030.603207487398,305.97645860114784,-1589.5241652128132,602.8803782489907,775.205050857526,8
-1172.4622968607741,-1971.2100107811632,-673.1116876771297,1381.1461918527655,-297.9821814443893,1
-1764.0103121107468,322.2435374190975,-1508.3748878496758,166.6239651059997,416.7122419198724,7
-887.827165150806,3207.0605653146827,-1917.6295761052065,1428.8078574760618,89.12871670077597,4
-1205.269987059245,1429.3055540015862,530.9329210484022,-1164.536844902595,-72.01356215467852,8
4943.46838515158,1958.954786045779,-112.3227525552686,647.5960617062038,495.8770836363357,0
-2811.2119340004297,-183.6370932972076,1681.226116603598,-904.9032387200319,522.2229889352759,7
-1203.0641763261294,929.0657590009685,-1866.1041316799692,-1039.2726368897256,-515.5300100145208,9
1275.7675543069327,-1267.5211446504986,-3124.7838258365878,-1033.5302953802066,1238.4294925695065,3
-1343.9473646628633,-1197.7307299868535,-1380.3190889228392,650.3367927536209,-388.7130855527671,1
-476.4849605948032,1461.7989092646496,-405.646775085976,1129.9161200996227,1951.439399456886,7
1911.6882457971242,-405.00360617523893,325.15732403232147,863.8559543072822,-2721.7090287471024,6
-1058.9027070924326,-1920.2144400972604,788.8497175511399,1507.2129931118718,1397.8513413799362,5
3672.762174287128,-1221.5498746462463,-3254.6269045003924,606.4147048207476,733.1646471573689,3
-1231.696848933791,230.98297883414617,-1607.8298462625442,-2222.6090950034386,490.3042638875424,3
544.1377712747659,-1965.041220065811,-2931.0922285535853,-1778.307163958279,172.4462569947777,3
2250.8934354561934,1641.3995619006182,-784.9372992926595,3713.0464333973923,925.0869370249768,6
