1.162656402587890625e+01,3.624140739440917969e+00,8.731225013732910156e+00,6.721752166748046875e+00,5.867259025573730469e+00
5.617514610290527344e+00,8.410831451416015625e+00,8.130658149719238281e+00,4.016985893249511719e+00,5.830269336700439453e+00
8.374171257019042969e+00,8.587511062622070312e+00,6.854855537414550781e+00,4.245205402374267578e+00,5.280237197875976562e+00
1.198503208160400391e+01,4.477024078369140625e+00,7.135859489440917969e+00,5.204814910888671875e+00,5.622844219207763672e+00
5.911579608917236328e+00,8.266870498657226562e+00,8.107074737548828125e+00,3.932709693908691406e+00,5.001519203186035156e+00
1.190239906311035156e+01,3.982608079910278320e+00,7.261439800262451172e+00,5.091499805450439453e+00,6.196985721588134766e+00
1.189287281036376953e+01,4.140324115753173828e+00,8.544366836547851562e+00,6.489411830902099609e+00,4.907340049743652344e+00
1.170829010009765625e+01,4.048704624176025391e+00,8.349832534790039062e+00,6.397806167602539062e+00,5.616981029510498047e+00
6.158033847808837891e+00,7.438494682312011719e+00,6.751733779907226562e+00,3.778149604797363281e+00,6.081486225128173828e+00
1.171987533569335938e+01,3.166837453842163086e+00,6.573956966400146484e+00,5.553294181823730469e+00,7.355600357055664062e+00
8.152709960937500000e+00,7.567025184631347656e+00,8.829625129699707031e+00,6.921153068542480469e+00,2.952152252197265625e+00
5.917245388031005859e+00,7.619514942169189453e+00,6.801148414611816406e+00,3.624561309814453125e+00,6.349657535552978516e+00
3.909540653228759766e+00,6.416473865509033203e+00,3.026408672332763672e+00,5.747779369354248047e+00,5.900720119476318359e+00
7.872994422912597656e+00,8.155218124389648438e+00,6.949842929840087891e+00,4.063386917114257812e+00,6.452606201171875000e+00
9.783189773559570312e+00,8.881578445434570312e+00,6.536586761474609375e+00,8.026970863342285156e+00,5.266169548034667969e+00
1.128414916992187500e+01,4.753480911254882812e+00,7.986938953399658203e+00,6.622639179229736328e+00,5.939169883728027344e+00
1.151694107055664062e+01,2.886928319931030273e+00,7.140655040740966797e+00,5.596130847930908203e+00,7.718439102172851562e+00
6.985279083251953125e+00,6.242343425750732422e+00,6.437396526336669922e+00,3.839973211288452148e+00,4.335566520690917969e+00
1.001910924911499023e+00,5.596604824066162109e+00,6.589304447174072266e+00,4.407105445861816406e+00,5.193414688110351562e+00
1.180245780944824219e+01,4.941074371337890625e+00,7.572142601013183594e+00,5.989541530609130859e+00,4.384764671325683594e+00
1.139997005462646484e+01,4.079501628875732422e+00,7.457318782806396484e+00,5.858991622924804688e+00,7.023230075836181641e+00
6.171461105346679688e+00,8.521677017211914062e+00,7.933511257171630859e+00,3.795701265335083008e+00,6.541400909423828125e+00
9.341533660888671875e+00,9.071473121643066406e+00,6.467393398284912109e+00,7.986046791076660156e+00,6.390000343322753906e+00
1.145835018157958984e+01,3.532700300216674805e+00,8.337314605712890625e+00,6.470592498779296875e+00,6.037211418151855469e+00
3.657682418823242188e+00,6.400344371795654297e+00,3.169266700744628906e+00,5.619995117187500000e+00,5.824406147003173828e+00
1.027173519134521484e+01,7.859291553497314453e+00,6.783412456512451172e+00,7.050934791564941406e+00,3.079812765121459961e+00
5.547525405883789062e+00,8.326698303222656250e+00,7.783614158630371094e+00,3.753041744232177734e+00,6.543409347534179688e+00
6.843017578125000000e+00,8.341922760009765625e+00,7.990906238555908203e+00,4.179706096649169922e+00,5.788473129272460938e+00
6.409130573272705078e+00,8.520128250122070312e+00,8.114943504333496094e+00,4.105217933654785156e+00,6.112366199493408203e+00
2.251794338226318359e+00,5.344301700592041016e+00,2.612799644470214844e+00,5.379190444946289062e+00,6.389768123626708984e+00
5.162290334701538086e-01,5.034372806549072266e+00,7.029401302337646484e+00,4.523900985717773438e+00,4.150850296020507812e+00
7.564734458923339844e+00,6.984251022338867188e+00,9.285786628723144531e+00,7.133589267730712891e+00,2.422628879547119141e+00
1.219354248046875000e+01,4.329163551330566406e+00,6.116724967956542969e+00,5.189822673797607422e+00,4.759828567504882812e+00
1.149073696136474609e+01,4.022865295410156250e+00,7.623031139373779297e+00,5.730644702911376953e+00,6.857699394226074219e+00
7.053171634674072266e+00,6.172676086425781250e+00,6.224164485931396484e+00,4.037556171417236328e+00,4.205449104309082031e+00
1.054287338256835938e+01,7.984719276428222656e+00,6.568864822387695312e+00,6.703905105590820312e+00,2.832641601562500000e+00
8.773556709289550781e+00,8.395994186401367188e+00,6.720087051391601562e+00,3.922159433364868164e+00,4.943148612976074219e+00
1.141173362731933594e+01,5.364699840545654297e+00,7.775836944580078125e+00,6.379124641418457031e+00,4.475973606109619141e+00
8.805188179016113281e+00,8.498669624328613281e+00,6.773901462554931641e+00,4.206566333770751953e+00,5.094183921813964844e+00
8.484039306640625000e+00,8.551210403442382812e+00,6.810400009155273438e+00,4.006897449493408203e+00,5.545025825500488281e+00
2.354339510202407837e-01,5.289827823638916016e+00,6.761813163757324219e+00,4.266720771789550781e+00,5.111571788787841797e+00
8.787386894226074219e+00,8.485445976257324219e+00,6.743812561035156250e+00,4.666290283203125000e+00,4.923827171325683594e+00
8.942131996154785156e+00,7.254044055938720703e+00,8.381523132324218750e+00,7.216632843017578125e+00,3.661273241043090820e+00
1.492972970008850098e-01,4.849029064178466797e+00,6.516633033752441406e+00,4.454886436462402344e+00,4.739877700805664062e+00
3.518837928771972656e+00,6.195110797882080078e+00,3.124605655670166016e+00,5.617828845977783203e+00,6.184540271759033203e+00
6.890314579010009766e+00,6.684820652008056641e+00,6.232488155364990234e+00,3.999689340591430664e+00,5.303316116333007812e+00
6.267634868621826172e+00,6.982537269592285156e+00,6.794654369354248047e+00,3.739672422409057617e+00,5.323113918304443359e+00
1.130144023895263672e+01,4.606437683105468750e+00,8.309132575988769531e+00,6.721461296081542969e+00,5.578212261199951172e+00
