1.194188594818115234e+01,3.756031274795532227e+00,7.308464050292968750e+00,3.402369260787963867e+00,3.973698377609252930e+00,4.987671375274658203e+00,5.203629016876220703e+00,2.235561370849609375e+00,4.607868671417236328e+00,5.622179508209228516e+00
6.047972202301025391e+00,8.890408515930175781e+00,7.407054424285888672e+00,6.041087150573730469e+00,3.886130809783935547e+00,4.877159595489501953e+00,5.287724018096923828e+00,2.611611127853393555e+00,3.908943891525268555e+00,5.219898223876953125e+00
8.478366851806640625e+00,8.710034370422363281e+00,6.667981147766113281e+00,5.831013202667236328e+00,4.425254344940185547e+00,3.488790988922119141e+00,4.934206008911132812e+00,2.901721715927124023e+00,4.792168140411376953e+00,5.908381462097167969e+00
1.188406467437744141e+01,4.542593955993652344e+00,6.514770030975341797e+00,4.737169265747070312e+00,3.954690694808959961e+00,3.592090606689453125e+00,5.288018226623535156e+00,2.996573448181152344e+00,5.024415493011474609e+00,6.006236076354980469e+00
6.169719219207763672e+00,8.712845802307128906e+00,7.704075813293457031e+00,6.100805759429931641e+00,4.526234149932861328e+00,4.676511764526367188e+00,5.106482982635498047e+00,2.778102636337280273e+00,4.067987918853759766e+00,5.360626220703125000e+00
1.186540794372558594e+01,4.005933284759521484e+00,6.458844661712646484e+00,4.895015716552734375e+00,3.488983631134033203e+00,3.797721624374389648e+00,5.410929679870605469e+00,2.865207433700561523e+00,4.888715267181396484e+00,5.919260501861572266e+00
1.209771728515625000e+01,4.285709381103515625e+00,7.435381889343261719e+00,3.597679615020751953e+00,4.679509639739990234e+00,4.564364433288574219e+00,4.976888656616210938e+00,2.424026727676391602e+00,4.861257076263427734e+00,5.800365924835205078e+00
1.194746017456054688e+01,4.152347564697265625e+00,7.169626235961914062e+00,3.696999788284301758e+00,4.128706455230712891e+00,4.610756397247314453e+00,5.175285339355468750e+00,2.437643766403198242e+00,4.746413707733154297e+00,5.733490943908691406e+00
6.334307670593261719e+00,7.909090518951416016e+00,6.329445838928222656e+00,6.395467758178710938e+00,3.678372383117675781e+00,4.049933910369873047e+00,5.358613967895507812e+00,3.038193225860595703e+00,4.171692848205566406e+00,5.415383338928222656e+00
1.159440708160400391e+01,3.048954248428344727e+00,5.719811439514160156e+00,4.436684131622314453e+00,2.616497993469238281e+00,3.824765443801879883e+00,5.885871410369873047e+00,3.115407466888427734e+00,4.693627357482910156e+00,5.896970748901367188e+00
8.238144874572753906e+00,7.358961582183837891e+00,8.116824150085449219e+00,3.076705217361450195e+00,6.552811145782470703e+00,4.837742805480957031e+00,4.564928054809570312e+00,2.621566057205200195e+00,4.780745983123779297e+00,5.863247871398925781e+00
